date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-02-03 14:50:00,93,0,18.32,35.51,19.74,44.87,19.26,49.71,17.24,40.74,19.6,42.93,8.3,91.94,19.22,37.5,18.7,37.84,20.36,35.46,9.21,758.6,75.2,14.0,44.1,4.72,8.683479,8.683479
2016-02-03 15:00:00,57,0,18.0,36.26,18.88,34.74,18.8,42.51,19.09,49.7,17.09,31.63,7.65,90.71,18.68,52.55,23.0,53.7,20.75,46.1,8.64,757.0,85.8,3.54,55.5,7.17,41.238075,41.238075
2016-02-03 15:10:00,66,0,20.49,40.49,20.02,42.69,20.61,27.72,17.85,41.43,18.87,29.79,15.18,70.26,20.51,41.81,20.17,38.86,18.71,37.03,11.95,759.3,63.8,2.22,28.6,4.41,8.386177,8.386177
2016-02-03 15:20:00,50,0,20.42,37.59,19.24,38.03,21.98,43.32,19.07,35.13,20.36,48.61,10.67,90.15,19.34,48.83,21.0,39.4,20.39,35.02,12.02,763.8,88.9,0.74,45.6,8.26,32.407661,32.407661
2016-02-03 15:30:00,75,0,16.92,41.94,17.73,37.28,18.68,26.04,20.48,41.57,21.18,47.46,5.12,86.06,24.0,34.03,19.74,36.85,21.49,34.36,9.1,764.1,88.9,4.34,37.3,7.42,5.441569,5.441569
2016-02-03 15:40:00,87,0,19.03,33.51,19.1,53.0,20.43,44.48,20.84,42.64,19.85,39.09,9.65,70.2,20.49,32.69,19.5,39.33,21.51,42.75,9.09,762.3,63.8,1.55,37.3,1.87,21.214174,21.214174
2016-02-03 15:50:00,71,0,18.07,37.95,18.45,41.5,20.07,33.15,19.53,48.35,19.28,32.97,9.41,69.77,20.21,38.21,17.92,38.55,19.91,38.82,8.39,760.0,65.4,1.15,39.8,3.34,12.505678,12.505678
2016-02-03 16:00:00,66,0,18.66,44.34,17.29,38.42,22.08,41.58,20.23,33.15,20.45,35.92,12.01,86.15,21.58,40.3,21.6,48.03,21.58,46.82,10.56,759.2,78.6,4.27,44.0,6.55,8.814232,8.814232
2016-02-03 16:10:00,64,0,17.74,41.86,21.39,36.85,21.02,36.3,21.55,39.17,19.01,46.58,12.13,71.4,19.08,34.59,20.96,48.71,19.96,46.31,8.34,757.5,85.8,1.74,32.3,6.38,21.373898,21.373898
2016-02-03 16:20:00,70,0,20.04,39.02,18.4,41.57,20.67,38.88,19.68,30.74,19.83,40.57,10.44,75.17,20.29,32.51,19.97,34.41,21.61,42.32,8.13,758.9,79.7,5.91,40.1,3.75,19.254872,19.254872
2016-02-03 16:30:00,61,0,17.67,33.82,18.53,47.62,21.66,47.3,19.78,43.22,20.78,30.55,7.75,58.92,20.52,32.39,21.79,38.3,20.86,41.11,10.16,756.0,71.1,0.67,32.8,4.42,7.088486,7.088486
2016-02-03 16:40:00,62,0,16.67,33.93,18.2,53.02,19.67,39.75,19.42,30.68,21.2,40.12,4.19,73.27,21.61,39.95,20.05,58.92,23.15,46.92,7.79,766.6,77.0,4.94,41.5,4.43,4.968549,4.968549
2016-02-03 16:50:00,144,0,18.32,36.81,19.38,37.89,19.21,42.05,20.08,42.78,20.65,45.01,8.22,79.53,18.83,35.48,19.62,39.81,20.45,36.97,8.45,768.5,78.9,9.64,29.0,4.88,16.721948,16.721948
2016-02-03 17:00:00,105,0,20.92,33.88,18.98,36.6,20.17,35.48,19.88,36.83,19.68,45.72,7.66,97.56,19.87,44.95,19.37,46.83,20.47,43.63,6.03,753.4,75.1,4.57,50.9,3.88,21.957453,21.957453
2016-02-03 17:10:00,128,10,20.38,35.55,18.12,45.6,18.71,39.35,21.85,33.89,19.13,44.38,9.12,66.82,18.94,35.61,22.84,36.15,19.68,45.15,9.34,762.3,67.6,6.15,35.8,3.81,46.742277,46.742277
2016-02-03 17:20:00,111,0,21.15,36.15,17.84,42.41,21.5,35.22,20.4,39.79,20.04,44.08,12.42,93.77,21.91,38.25,22.15,44.87,21.38,37.98,11.08,762.2,80.4,1.93,25.0,7.25,15.339672,15.339672
2016-02-03 17:30:00,119,0,20.41,37.34,20.77,33.8,18.12,45.69,20.06,27.2,20.28,36.82,8.72,67.4,20.48,36.43,19.93,44.21,18.89,25.19,9.12,762.0,69.8,6.32,37.4,3.36,20.864212,20.864212
2016-02-03 17:40:00,223,0,18.9,41.28,17.71,30.8,18.34,49.61,20.48,38.09,19.79,35.47,13.01,50.01,20.53,47.22,18.75,34.3,20.39,30.53,10.09,758.8,53.7,4.53,39.1,1.54,31.802506,31.802506
2016-02-03 17:50:00,105,0,18.59,34.39,18.49,32.95,18.31,30.5,17.61,46.41,19.88,37.8,6.89,55.38,18.23,41.72,19.31,34.86,20.58,34.04,6.49,765.2,59.2,3.78,34.1,-0.28,31.075712,31.075712
2016-02-03 18:00:00,96,0,18.55,35.89,19.99,37.31,18.28,44.16,19.98,38.45,17.97,44.63,8.68,74.62,18.04,36.62,20.4,40.6,19.97,48.09,7.96,762.8,86.0,7.62,20.6,5.01,11.253527,11.253527
2016-02-03 18:10:00,158,70,17.03,32.8,17.5,49.23,18.24,39.26,16.79,55.08,18.37,31.16,4.35,66.43,20.54,43.97,19.35,34.43,19.95,50.2,6.03,765.3,62.6,5.18,38.4,-3.15,12.716224,12.716224
2016-02-03 18:20:00,158,0,17.42,40.68,19.24,31.16,16.86,44.25,20.87,37.45,20.54,40.13,5.3,88.75,20.24,40.4,21.13,32.29,20.29,42.4,6.94,758.2,74.6,1.63,41.9,2.7,36.077439,36.077439
2016-02-03 18:30:00,123,20,19.78,45.67,18.42,41.9,18.5,38.52,21.5,38.76,20.55,47.74,10.92,81.3,18.98,41.74,18.72,43.11,20.54,37.98,8.27,755.6,86.6,2.53,45.1,6.69,5.842677,5.842677
2016-02-03 18:40:00,195,0,17.91,42.2,18.29,42.65,18.9,38.11,17.73,46.91,20.13,40.58,8.69,81.98,18.33,45.88,19.77,54.9,18.84,51.0,7.09,762.9,75.8,8.8,52.2,1.86,2.030331,2.030331
2016-02-03 18:50:00,150,0,18.48,31.32,18.4,46.76,19.16,52.78,19.11,46.34,19.56,52.49,4.06,86.16,19.93,40.54,19.47,33.39,20.65,34.45,4.64,757.3,97.3,1.48,46.0,5.55,32.863658,32.863658
2016-02-03 19:00:00,108,30,17.11,29.41,20.13,33.11,18.63,43.44,18.43,36.46,19.49,43.49,4.31,64.28,19.45,39.8,19.17,41.31,20.12,44.21,4.6,765.4,73.6,1.48,43.9,0.2,47.718276,47.718276
2016-02-03 19:10:00,126,50,17.91,55.05,16.44,37.02,19.11,41.92,16.17,37.93,18.62,41.6,4.14,63.55,21.36,47.1,19.18,45.91,19.08,47.57,4.31,752.6,66.6,5.88,46.8,-2.05,42.950713,42.950713
2016-02-03 19:20:00,143,10,19.38,44.39,19.88,42.86,19.53,34.93,20.52,38.39,20.75,35.58,5.3,57.44,18.87,35.78,20.55,46.72,20.3,47.98,6.92,759.3,60.6,2.45,33.2,-1.4,47.358952,47.358952
2016-02-03 19:30:00,170,60,17.06,41.11,21.48,45.08,17.85,47.46,19.22,39.74,21.22,35.09,11.58,67.49,21.26,43.24,19.92,40.47,19.62,37.36,9.08,758.7,56.8,9.79,51.2,-0.42,24.144551,24.144551
2016-02-03 19:40:00,133,0,18.84,45.48,19.56,40.6,20.39,43.31,19.77,37.78,20.15,48.91,7.04,87.32,18.07,37.69,17.42,41.08,20.26,44.85,7.82,759.8,91.1,5.27,39.1,6.67,42.668589,42.668589
2016-02-03 19:50:00,123,0,18.82,39.35,18.55,41.97,17.91,50.05,18.49,35.32,18.28,34.34,-0.01,65.44,19.46,45.36,18.75,42.36,18.72,29.17,2.73,762.2,64.8,2.62,37.7,-3.94,43.430434,43.430434
2016-02-03 20:00:00,95,0,18.79,40.21,20.08,44.27,16.21,51.31,20.6,38.26,20.64,45.47,10.27,56.61,19.0,49.14,20.0,46.08,19.89,49.83,7.49,762.7,60.1,4.54,25.0,-0.76,41.150211,41.150211
2016-02-03 20:10:00,61,0,17.53,35.65,18.64,29.94,18.21,45.11,20.66,39.63,19.63,38.51,9.42,74.03,18.87,41.86,19.38,38.1,20.28,44.99,6.55,763.7,72.9,1.94,45.3,-0.5,30.188129,30.188129
2016-02-03 20:20:00,59,0,18.14,39.06,14.35,38.43,18.73,27.98,18.85,42.36,19.34,35.74,3.43,65.38,17.9,38.95,19.29,42.37,19.63,49.41,2.62,764.2,71.0,10.82,44.0,-2.54,15.998334,15.998334
2016-02-03 20:30:00,67,0,16.7,41.78,21.0,34.84,20.62,48.15,18.2,36.75,21.48,48.72,3.31,62.9,19.63,40.6,19.04,35.47,21.09,36.0,4.27,760.5,70.5,3.88,48.9,-0.95,8.025591,8.025591
2016-02-03 20:40:00,147,30,18.41,38.99,17.27,41.22,20.59,42.07,19.16,35.72,19.44,38.13,3.08,85.31,19.89,29.44,20.23,40.47,20.27,36.68,6.15,769.6,90.4,2.82,23.4,4.47,45.735731,45.735731
2016-02-03 20:50:00,70,0,17.32,39.67,19.01,32.26,16.73,31.04,18.84,42.43,17.16,43.06,8.15,84.5,18.62,35.15,21.53,51.5,21.52,36.03,5.11,766.7,80.0,2.21,48.6,1.03,22.034179,22.034179
2016-02-03 21:00:00,98,20,17.15,30.67,17.79,37.41,17.15,40.27,18.32,31.65,20.61,37.39,4.25,92.81,19.03,45.77,19.2,45.94,18.38,46.68,2.1,759.9,86.7,1.59,37.9,-1.56,14.774022,14.774022
2016-02-03 21:10:00,75,50,20.66,45.07,18.33,38.77,19.23,39.97,20.42,37.44,20.67,52.8,2.0,100.0,20.33,38.18,21.1,34.43,19.24,36.16,4.77,760.6,100.0,1.78,29.2,5.49,49.036738,49.036738
2016-02-03 21:20:00,62,0,19.16,43.49,17.52,41.28,18.49,44.49,18.38,39.85,18.27,29.87,-0.68,61.34,18.08,37.61,20.1,35.19,19.42,43.97,0.43,759.8,70.7,2.06,34.4,-3.57,11.706571,11.706571
2016-02-03 21:30:00,39,0,18.71,30.75,19.76,45.68,18.71,36.38,18.97,46.08,19.79,37.39,-0.26,85.99,21.19,38.1,21.31,37.72,21.57,32.48,3.08,762.6,81.2,0.95,30.2,-1.52,7.628191,7.628191
2016-02-03 21:40:00,62,0,18.89,36.36,18.86,54.69,19.29,46.15,18.72,45.85,18.5,44.47,4.64,75.31,21.75,31.9,19.71,30.07,20.63,41.59,4.91,757.3,65.3,2.61,43.9,-2.8,36.542347,36.542347
2016-02-03 21:50:00,58,0,18.67,30.9,18.42,41.52,16.59,45.17,19.27,47.78,18.6,49.44,4.61,84.19,17.92,38.02,19.94,42.31,21.44,37.42,3.01,758.0,94.9,3.0,34.8,1.64,13.892701,13.892701
2016-02-03 22:00:00,59,0,17.97,48.39,17.86,34.02,18.23,37.31,18.11,29.9,18.3,50.72,-1.92,84.87,18.73,36.68,18.29,44.76,19.43,43.58,2.03,752.5,77.8,4.61,39.0,-1.12,33.328299,33.328299
2016-02-03 22:10:00,35,0,18.01,49.22,18.12,42.76,18.62,27.67,19.78,38.96,19.94,38.85,3.32,39.38,18.96,38.38,20.65,37.85,22.09,44.43,3.9,759.5,49.3,1.84,34.4,-4.75,38.370743,38.370743
2016-02-03 22:20:00,39,0,17.56,41.71,19.58,39.63,17.47,46.94,19.57,40.31,20.17,39.22,2.76,72.25,19.85,32.27,18.84,33.41,21.59,38.43,3.82,765.4,67.1,1.73,38.5,-2.81,12.371211,12.371211
2016-02-03 22:30:00,61,50,18.4,40.23,18.15,43.08,18.61,44.18,18.71,48.76,19.91,47.43,6.14,89.54,19.0,48.19,19.51,26.03,19.43,45.47,4.12,760.5,95.6,3.23,26.4,3.24,16.421611,16.421611
2016-02-03 22:40:00,81,70,16.74,45.3,17.34,41.6,18.61,34.71,17.35,40.96,17.87,42.45,3.82,64.26,18.05,36.83,18.98,38.99,19.71,40.03,3.27,760.8,62.7,2.83,15.9,-4.13,2.945607,2.945607
2016-02-03 22:50:00,53,20,18.36,45.4,17.96,34.89,18.59,32.56,21.35,42.31,18.89,51.85,6.79,77.22,19.13,34.04,17.62,44.91,21.43,48.76,3.38,762.3,80.2,4.35,66.0,-1.99,10.682882,10.682882
2016-02-03 23:00:00,27,0,19.56,49.15,17.72,43.88,20.8,42.41,20.18,38.63,18.72,34.29,5.9,74.48,20.62,36.86,20.82,42.08,18.89,44.5,2.67,757.1,86.5,0.7,40.4,-1.62,23.562682,23.562682
2016-02-03 23:10:00,60,0,18.71,47.95,16.97,47.1,18.78,42.45,20.22,44.46,16.77,34.55,-0.97,83.07,19.54,50.05,18.96,46.83,17.7,31.87,1.78,761.2,87.4,4.56,66.0,-0.33,31.224556,31.224556
2016-02-03 23:20:00,30,0,18.07,43.88,20.13,41.89,17.96,46.31,18.63,42.14,19.48,46.17,3.95,100.0,18.81,30.81,18.49,30.5,20.67,36.01,1.33,764.7,100.0,3.19,39.1,3.38,23.718589,23.718589
2016-02-03 23:30:00,27,0,15.9,41.14,17.43,46.73,17.03,34.58,20.56,55.03,16.52,38.16,2.4,86.54,20.44,45.68,17.98,46.39,19.22,38.02,0.67,762.4,81.5,0.4,39.6,-0.46,49.544473,49.544473
2016-02-03 23:40:00,38,0,16.96,37.99,17.43,41.5,19.41,36.45,19.37,43.37,17.99,38.06,1.55,65.28,22.28,47.02,18.49,42.38,19.59,43.3,-0.96,765.1,72.9,2.66,36.5,-6.62,32.384002,32.384002
2016-02-03 23:50:00,30,0,20.42,44.63,16.78,34.82,18.27,42.81,19.52,35.79,19.41,44.02,-0.22,65.8,18.73,40.29,20.1,48.05,18.57,39.11,-0.74,766.2,74.0,5.65,46.7,-6.75,40.99542,40.99542
2016-02-04 00:00:00,25,0,17.86,37.26,17.41,42.67,17.32,38.46,18.08,39.49,18.33,38.82,-0.16,89.16,20.17,47.34,17.84,40.38,21.77,39.45,-0.43,763.4,94.6,3.49,41.1,-2.52,25.389187,25.389187
2016-02-04 00:10:00,28,0,16.63,42.17,18.87,40.34,16.47,47.04,19.09,41.81,17.49,37.42,3.42,62.48,18.42,34.67,19.56,32.12,17.94,33.85,0.2,757.9,58.6,2.88,23.8,-5.86,45.737826,45.737826
2016-02-04 00:20:00,33,0,18.1,36.74,18.48,41.57,19.44,35.4,21.47,34.07,18.13,42.11,1.59,85.4,20.79,28.06,19.83,45.34,21.27,36.57,1.86,759.4,85.7,1.9,27.3,-2.13,47.914006,47.914006
2016-02-04 00:30:00,67,50,18.0,31.81,17.58,39.38,18.69,42.76,18.42,31.79,20.09,39.71,-0.61,100.0,16.48,36.43,17.21,39.4,18.09,44.75,-0.5,768.5,100.0,0.69,25.3,-0.49,34.4703,34.4703
2016-02-04 00:40:00,18,0,17.84,42.17,17.46,39.45,17.38,43.3,17.72,43.01,17.75,44.43,1.11,86.99,19.68,39.1,17.16,46.12,17.93,34.5,0.94,762.0,84.6,3.34,41.2,-1.08,33.477993,33.477993
2016-02-04 00:50:00,30,0,18.11,46.03,18.65,43.48,17.48,37.02,17.95,47.54,16.08,43.48,-2.4,90.85,21.18,51.4,19.87,45.61,19.98,48.49,0.93,761.5,97.1,6.58,41.8,0.35,5.616764,5.616764
2016-02-04 01:00:00,42,0,16.59,34.99,16.67,47.1,18.11,41.5,19.38,43.97,19.18,37.76,-1.42,37.37,17.83,43.74,21.6,51.81,19.02,44.01,-1.15,757.3,62.7,8.8,41.2,-7.1,7.92967,7.92967
2016-02-04 01:10:00,30,0,19.81,35.46,17.25,31.31,19.49,39.03,16.58,38.13,17.27,45.43,1.98,100.0,20.68,49.64,17.94,32.5,18.71,42.06,-0.02,760.4,97.0,1.43,31.3,-1.99,21.857586,21.857586
2016-02-04 01:20:00,34,0,17.24,43.11,17.52,43.42,18.34,34.79,20.1,28.69,17.43,42.6,-1.62,99.13,19.86,34.92,18.97,47.75,18.79,35.94,-1.37,763.7,86.4,3.57,25.3,-4.82,44.147998,44.147998
2016-02-04 01:30:00,23,0,17.79,38.31,18.3,49.57,17.21,46.96,18.02,35.86,18.85,48.21,-0.82,73.84,18.93,38.19,19.44,43.93,20.37,40.81,0.89,760.8,79.1,3.72,53.5,-3.79,49.393454,49.393454
2016-02-04 01:40:00,37,0,17.24,41.89,19.8,45.03,19.79,47.7,17.18,44.57,17.12,28.61,-3.45,74.32,20.39,37.0,21.84,42.69,17.96,43.98,-0.22,758.7,79.3,2.36,42.3,-4.48,33.57532,33.57532
2016-02-04 01:50:00,34,0,19.11,42.07,16.26,41.4,17.92,48.73,17.63,40.45,17.45,47.76,-5.26,80.45,17.53,45.27,19.16,37.32,20.36,42.79,-3.03,759.6,100.0,6.66,46.8,-1.98,25.49679,25.49679
2016-02-04 02:00:00,33,0,17.14,50.37,17.14,41.0,17.14,29.99,19.86,48.53,16.01,48.77,1.42,83.56,19.68,26.16,17.61,36.35,19.8,45.25,-1.06,765.6,76.4,3.83,51.3,-7.91,34.652281,34.652281
2016-02-04 02:10:00,56,0,16.9,47.61,19.37,39.84,18.01,39.82,16.49,41.06,17.45,54.73,-0.66,78.15,20.25,38.81,18.46,28.16,18.2,50.11,1.12,763.5,77.0,1.08,15.2,-3.65,7.742482,7.742482
2016-02-04 02:20:00,22,0,18.31,47.08,18.24,50.1,18.13,48.26,17.98,42.7,17.7,40.72,-3.22,98.24,17.23,43.83,18.91,39.85,17.65,42.31,-1.67,762.9,100.0,2.93,40.5,-1.26,17.721313,17.721313
2016-02-04 02:30:00,42,0,16.43,47.36,17.76,40.18,19.42,38.9,18.54,41.62,18.85,31.91,0.67,80.41,18.55,45.58,19.06,49.31,19.77,44.27,-0.76,762.5,87.9,5.91,53.2,-2.27,17.141912,17.141912
2016-02-04 02:40:00,47,30,15.91,43.72,18.01,35.48,17.81,40.61,20.78,42.38,17.26,44.96,-1.65,77.92,18.61,48.11,20.94,34.03,16.4,43.79,-0.64,756.1,89.9,1.21,25.0,-3.22,27.820809,27.820809
2016-02-04 02:50:00,29,0,16.88,46.57,17.54,40.9,15.96,36.86,17.28,41.73,18.75,43.47,-3.09,77.78,18.2,40.75,18.05,38.33,18.08,38.56,-3.02,761.9,74.7,3.19,26.2,-8.18,9.218019,9.218019
2016-02-04 03:00:00,28,0,17.35,46.2,18.21,35.33,17.27,47.12,19.24,36.5,18.99,50.26,-2.17,67.24,17.74,48.36,19.05,42.78,19.01,45.85,-0.71,765.1,74.5,3.38,26.0,-5.61,26.05159,26.05159
2016-02-04 03:10:00,68,10,18.79,28.51,17.53,44.93,20.03,33.58,16.72,48.55,16.6,46.44,-4.35,100.0,18.35,38.21,17.92,40.18,18.34,46.79,-3.56,759.7,100.0,3.84,21.4,-2.93,17.563174,17.563174
2016-02-04 03:20:00,41,0,15.87,44.19,18.19,35.06,20.07,36.53,20.35,39.13,18.25,44.89,-4.63,98.17,17.22,43.21,17.99,32.88,18.71,45.17,-2.39,764.7,88.3,5.34,46.7,-3.06,28.096778,28.096778
2016-02-04 03:30:00,31,0,17.47,49.84,19.63,51.81,18.94,45.11,19.57,35.45,19.27,42.62,-1.24,84.71,19.3,37.52,17.43,43.11,19.77,43.71,0.18,763.0,84.7,2.1,42.0,-2.92,7.740892,7.740892
2016-02-04 03:40:00,44,0,16.96,43.29,19.84,45.52,15.48,40.78,18.33,46.49,16.67,32.88,-3.42,78.11,19.5,44.15,19.64,49.73,21.32,43.09,-0.86,764.1,81.6,9.83,24.7,-3.94,40.156262,40.156262
2016-02-04 03:50:00,32,0,15.97,36.58,16.2,34.03,20.32,42.57,17.53,36.76,18.33,38.39,-1.09,89.07,18.52,49.12,19.51,38.63,18.78,47.96,-1.81,761.0,83.2,4.19,17.7,-7.15,26.808047,26.808047
2016-02-04 04:00:00,47,0,16.55,46.46,19.89,40.22,17.1,48.75,19.06,39.09,17.05,44.81,-0.3,72.48,19.16,54.56,21.01,48.46,18.86,35.62,-0.63,764.3,76.8,11.84,29.4,-5.5,23.080266,23.080266
2016-02-04 04:10:00,37,0,18.1,33.66,19.11,32.16,18.97,42.7,16.78,42.13,19.47,40.0,-3.65,86.53,18.62,48.7,18.33,37.17,15.77,41.27,-1.33,754.9,88.5,2.38,52.5,-2.91,24.200486,24.200486
2016-02-04 04:20:00,30,0,19.57,41.09,17.21,38.79,18.04,42.94,18.47,40.92,19.94,38.6,-2.11,71.52,18.03,51.45,18.67,32.59,20.34,41.82,-1.15,760.9,77.8,4.79,25.5,-4.45,5.772982,5.772982
2016-02-04 04:30:00,28,0,18.52,43.73,18.82,49.12,18.97,48.3,16.58,37.27,21.27,48.23,0.79,75.57,16.84,45.57,19.74,37.71,18.46,39.4,-0.11,763.6,80.2,0.11,18.5,-5.77,13.453374,13.453374
2016-02-04 04:40:00,46,0,19.07,52.77,19.76,30.96,18.34,44.36,16.99,38.74,17.29,32.67,-5.35,84.93,18.46,34.26,17.32,37.99,17.0,39.35,-2.1,762.0,88.9,10.39,37.5,-4.38,15.907254,15.907254
2016-02-04 04:50:00,37,0,14.09,48.7,16.87,33.84,18.24,45.45,18.1,40.63,17.89,39.17,-2.87,96.2,19.01,35.49,17.97,40.76,20.03,37.25,-0.85,765.2,98.2,4.33,24.5,-1.69,9.148691,9.148691
2016-02-04 05:00:00,37,0,17.23,41.33,17.3,38.86,17.73,36.68,18.1,43.93,17.11,48.92,-2.41,100.0,20.77,26.51,21.22,44.88,20.94,34.51,-1.27,760.2,96.3,2.37,59.3,-0.8,36.040393,36.040393
2016-02-04 05:10:00,31,0,17.13,43.77,18.31,40.5,16.41,30.83,18.48,54.31,17.02,45.25,-1.78,74.79,17.52,45.04,21.09,43.84,19.61,35.9,-3.07,758.6,77.3,0.89,40.7,-9.16,20.186624,20.186624
2016-02-04 05:20:00,43,0,18.68,31.62,18.25,39.76,16.76,38.58,18.28,31.44,19.3,46.89,1.03,70.67,17.84,28.3,18.01,41.75,19.28,39.0,-1.95,754.2,81.5,4.4,34.2,-5.04,8.817684,8.817684
2016-02-04 05:30:00,32,0,20.78,39.0,18.37,32.84,18.44,26.44,18.6,49.77,18.12,48.37,3.01,53.13,17.95,36.22,17.05,41.57,22.2,48.86,1.91,759.7,66.4,2.16,34.4,-4.4,37.376674,37.376674
2016-02-04 05:40:00,62,0,18.27,33.6,18.0,25.88,17.61,45.36,17.97,38.53,19.06,34.66,3.84,79.84,17.76,36.95,20.19,38.44,20.82,32.46,0.27,762.9,89.5,6.44,31.6,-1.06,10.974455,10.974455
2016-02-04 05:50:00,59,20,17.08,54.15,17.42,47.3,17.77,45.91,17.6,32.71,19.62,53.61,-3.26,98.84,19.14,34.46,18.42,40.46,18.67,50.86,-2.14,763.8,90.4,9.6,32.8,-3.92,39.91653,39.91653
2016-02-04 06:00:00,60,0,16.6,38.06,18.77,41.63,18.91,47.62,15.55,45.64,18.52,42.75,-4.23,77.49,18.43,28.09,20.02,46.76,18.16,39.58,-2.32,755.2,82.8,3.9,66.0,-5.19,37.256175,37.256175
2016-02-04 06:10:00,36,0,17.45,35.81,17.9,32.69,18.97,47.32,18.74,41.49,17.55,37.84,-0.36,100.0,18.68,47.95,18.79,46.42,18.84,40.5,-0.02,765.5,95.2,5.82,50.3,-0.18,49.854948,49.854948
2016-02-04 06:20:00,59,0,16.47,39.86,17.9,39.04,19.02,40.93,20.0,40.99,20.48,47.71,4.72,80.86,19.37,42.84,19.32,35.48,22.09,48.71,2.65,756.9,76.3,2.68,36.1,-2.71,27.169195,27.169195
2016-02-04 06:30:00,60,0,15.99,47.73,18.79,37.7,18.59,47.36,18.07,35.48,19.18,37.77,-2.78,86.3,19.93,38.69,19.58,30.68,17.62,39.34,0.2,760.3,83.0,0.32,41.3,-3.35,16.122766,16.122766
2016-02-04 06:40:00,51,0,18.42,39.43,17.94,32.63,18.82,30.55,17.81,42.54,17.82,43.43,0.78,72.19,17.86,48.62,20.44,44.93,18.74,45.99,2.62,758.5,70.1,4.63,29.7,-2.47,34.677508,34.677508
2016-02-04 06:50:00,47,20,17.59,38.34,19.56,35.76,19.65,55.87,19.17,42.43,16.36,43.64,-2.6,69.35,18.71,35.62,19.54,39.99,20.1,52.12,1.37,762.5,80.1,5.49,50.7,-2.36,22.015522,22.015522
2016-02-04 07:00:00,105,0,17.3,40.65,19.55,29.54,18.64,35.86,19.26,34.39,17.88,43.68,1.27,66.78,18.66,51.54,21.06,41.07,19.47,35.71,1.73,761.2,76.4,2.72,1.0,-4.99,46.179737,46.179737
2016-02-04 07:10:00,78,0,19.08,43.42,20.13,37.02,17.05,43.74,17.92,38.38,16.85,37.07,-0.82,85.13,18.21,46.27,19.48,38.77,17.75,41.55,-0.79,763.5,87.0,0.77,31.3,-4.91,44.952515,44.952515
2016-02-04 07:20:00,83,10,22.03,33.13,18.77,39.1,21.58,30.61,20.39,43.95,17.39,42.76,3.01,85.22,18.59,51.94,20.94,47.6,17.56,34.07,2.82,768.2,76.9,2.14,25.3,-0.34,36.935897,36.935897
2016-02-04 07:30:00,97,60,17.25,46.12,18.83,27.29,17.77,41.63,18.83,42.88,19.31,36.95,1.2,93.86,18.22,35.98,19.39,42.14,18.83,43.18,1.11,762.4,92.4,4.45,48.8,-0.86,27.776626,27.776626
2016-02-04 07:40:00,113,60,17.02,45.41,18.87,37.34,16.65,46.79,19.65,26.64,19.48,36.24,-0.36,79.42,19.49,42.91,18.05,40.46,19.27,34.64,3.11,758.5,63.1,2.64,37.8,-6.45,32.293931,32.293931
2016-02-04 07:50:00,67,0,19.29,46.67,18.86,38.99,18.27,43.8,18.83,39.02,18.47,39.09,2.86,85.04,19.14,37.43,17.56,43.72,17.24,43.51,0.8,762.6,85.5,2.93,16.7,-2.62,11.225472,11.225472
2016-02-04 08:00:00,78,0,16.74,37.64,17.76,28.55,17.14,35.82,18.49,41.7,18.23,41.16,2.65,53.18,19.09,39.34,19.61,42.33,18.0,45.42,2.5,768.6,52.0,8.69,36.3,-6.29,34.093213,34.093213
2016-02-04 08:10:00,102,0,17.01,40.71,18.28,48.33,17.08,48.44,18.35,34.37,17.86,37.64,0.87,77.3,17.77,44.93,19.37,46.58,20.07,41.06,2.97,763.4,78.1,4.3,37.3,-1.95,24.171013,24.171013
2016-02-04 08:20:00,96,0,18.75,45.17,19.79,45.75,18.76,36.52,20.95,36.51,20.61,42.07,-0.73,76.88,21.72,39.77,21.08,44.35,18.58,37.41,2.43,764.6,90.8,11.36,55.1,1.99,2.865019,2.865019
2016-02-04 08:30:00,52,0,19.04,48.04,20.0,46.41,19.15,32.56,18.22,39.1,17.07,43.29,4.24,86.29,19.33,33.66,19.04,33.89,18.91,39.09,3.48,754.4,77.6,1.01,40.7,-2.05,2.01992,2.01992
2016-02-04 08:40:00,71,0,18.05,49.54,17.2,33.55,17.47,50.69,18.87,52.76,16.3,43.99,0.51,90.41,19.98,44.91,18.63,41.79,19.52,36.66,2.69,762.3,90.5,0.81,36.8,1.3,22.644705,22.644705
2016-02-04 08:50:00,51,0,17.96,36.52,18.6,47.71,18.21,39.49,18.38,26.99,19.44,41.19,-1.02,66.38,17.17,44.12,21.39,42.72,18.68,46.6,2.34,759.7,68.1,5.19,37.9,-3.19,49.997768,49.997768
2016-02-04 09:00:00,43,0,20.79,39.61,20.08,36.36,20.51,29.13,18.53,44.42,18.11,49.33,7.67,68.65,20.03,48.89,19.78,31.2,22.35,40.09,5.94,758.1,79.5,6.97,9.8,2.15,27.048642,27.048642
2016-02-04 09:10:00,70,0,18.24,39.04,20.54,47.86,16.92,51.23,17.59,50.7,19.58,41.45,8.01,74.2,19.95,38.13,20.43,37.9,19.32,33.29,5.32,760.7,69.2,5.03,27.4,-0.16,24.933967,24.933967
